"KOL ID","KOL Name","Updates","Image Link","Source Link","AA Comments","validation error message","validation action"
"NCN_00001","Adam Jeremy Margolius","","https://my.clevelandclinic.org/provider/image?id=23656&width=235","https://my.clevelandclinic.org/staff/23656-adam-margolius","","",""
"NCN_00002","Adolfo Ramirez-Zamora","","https://mbi.ufl.edu/files/2018/06/Adolfo-Ramirez-Zamora_MCM_5365_web-preview.jpg","https://mbi.ufl.edu/tag/adolfo-ramirez-zamora/page/2/","","",""
"NCN_00003","Christina Lynn (Vladutiu) Vaughan","","https://som.cuanschutz.edu/FIMS/Content/faculty/25740/CU-Doctors-25740.jpg","https://www.uchealth.org/provider/christina-vaughan-md/","","",""
"NCN_00004","Federico Jose Rodriguez-Porcel","","https://dynl.mktgcdn.com/p/HybwQccV5zqgCTcN7_9DSx-6IgJ6zQSjpvHqBNHaJZE/300x400.png","https://providers.muschealth.org/sc/charleston/federico-jose-rodriguez-porcel-md","","",""
"NCN_00006","Jill Marie Giordano-Farmer","","https://www.gnineuro.org/sites/default/files/styles/doctor_profile_image/public/2020-03/FarmerHeadshot.jpg?itok=xjo8fsCt","https://www.gnineuro.org/physicians-finder/jill-m-giordano-farmer-do-mph","","",""
"NCN_00007","Juan Luis Ramírez-Castañeda","","https://biggsinstitute.org/wp-content/uploads/sites/31/2018/07/Juan-Ramirez-Castaneda_29.jpg","https://biggsinstitute.org/team-member/juan-ramirez-castaneda-m-d/","","",""
"NCN_00008","Nora Stella Vanegas-Arroyave","","https://cdn.bcm.edu/sites/default/files/profile_photos/u235844.jpeg","https://www.bcm.edu/people-search/nora-vanegas-arroyave-63131","","",""
"NCN_00009","Yasar Alejandro Torres-Yaghi","","https://medstarhealth-delivery.sitecorecontenthub.cloud/api/public/content/TORRES-YAGHI_Yasar_600?v=4b4ca158","https://www.medstarhealth.org/doctors/yasar-a-torres-yaghi-md","","",""
"NCN_00010","Zhigao Hong Huang","","https://cdn.baptistjax.com//image/upload/e_trim/c_pad,g_center,w_500,h_340,f_auto,f_webp,fl_lossy,q_auto:good,e_sharpen:100/BaptistJax/Doctors/silos-2.0/zhigao-huang-md-s.png","https://www.baptistjax.com/doctors/neurologist/dr-zhigao-huang-md","","",""
"NCN_00011","Jonathon Edward Blum","","https://media.licdn.com/dms/image/D5603AQF-UXJFE4INVA/profile-displayphoto-shrink_800_800/0/1698811664843?e=1710374400&v=beta&t=l_gflGbzNoGAmbXzpXJ6P_J48WaPB8vG2tCHudWM--w","https://www.linkedin.com/in/jonathon-blum-902333145/","","",""
"NCN_00012","Melissa (Mitchell) Cloyd","","https://images.cvent.com/421be68b799e468cb7f10134b46a73d8/b667755e0810dbbb2f58d48b22725c2c/2b0f300391e14b9a8e828343d4ec801c/2b59313b93aa05378854a033437701ea!_!fe1562529d4512e31d5ebd38331c59a1.png?f=webp","https://event.pharmacytimes.org/event/2b0f3003-91e1-4b9a-8e82-8343d4ec801c/websitePage:4a9f1ae7-fd5e-40ea-a47b-8748de11f650","","",""
"NCN_00013","Jody Corey-Bloom","","https://dynl.mktgcdn.com/p/ZMgZMWXEoZ7Q4S_K4hlpWSDR41mKqjFgx-nCyn_s6zg/450x450.jpg","https://providers.ucsd.edu/details/11712/neurology","","",""
"NCN_00014","Erin Elizabeth Furr-Stimming","","https://med.uth.edu/neurosciences/wp-content/uploads/sites/73/2020/04/Erin-Furr-Stimming.jpg","https://med.uth.edu/neurosciences/dr-erin-furr-stimming-md/","","",""
"NCN_00015","Juebin Huang","","https://www.umc.edu/FacultyGetProImage.ashx?iid=9ddd9b9b-6275-488c-80ac-457413d9878a","https://www.umc.edu/FacultyProfile/Huang_Juebin/","","",""
"NCN_00016","Star Michelle Roe","","https://doximity-res.cloudinary.com/images/f_auto,q_auto,t_profile_photo_320x320/yeyt6nbjtgfes3drwd3n/star-roe-barboursville-wv.jpg","https://www.doximity.com/pub/star-roe-np","","",""
"NCN_00017","John Vincent Timko","","https://dgrbehavioralhealth.com/wp-content/uploads/2013/04/john.jpg","https://dgrbehavioralhealth.com/clinicians-old/","","",""
"NCN_00018","Adit Adityanjee","","https://media.licdn.com/dms/image/C4E03AQGJRs-jvBWX5g/profile-displayphoto-shrink_800_800/0/1517544824850?e=1711584000&v=beta&t=rk0miK3CPhvRi-Ib4L_3hlEi7xNq2ooZzBt4NO1V87A","https://www.linkedin.com/in/adit-adityanjee-8287b7a9/","","",""
"NCN_00019","Aamr Arif Herekar","","https://media.licdn.com/dms/image/C4E03AQEtn2aIw54FhA/profile-displayphoto-shrink_800_800/0/1589608861454?e=1710374400&v=beta&t=QZxn0TeQE2e1HDhbLdkTNjqLTArYefbyVfgmmOzXBjk","https://www.linkedin.com/in/aamr-arif-herekar-b8b4a439/","","",""
"NCN_00020","Aanchal Taneja","","https://images.squarespace-cdn.com/content/v1/5cbf8a74e8ba44a28f63c19e/1558155214686-VZEBEHYHC5A2FATFF28S/DrAanchalTaneja.jpg","https://www.txneuromd.com/dr-aanchal-taneja","","",""
"NCN_00021","Aaron Matthew Haug","","https://d2tgiyvz192tbr.cloudfront.net/providers/servlet/servlet.FileDownload?file=00P3n00001mLAfQEAW","https://healthonephysiciangroup.com/physicians/profile/Dr-Aaron-Haug-MD","","",""
"NCN_00022","Aaron C W Lasker","","https://www.pennmedicine.org/-/media/mpd/providers/lasker_aaron?mw160&mh=215","https://www.pennmedicine.org/providers/profile/aaron-lasker","","",""
"NCN_00023","Abraham Michael Nussbaum","","https://www.denverhealth.org/-/media/images/modules/physician-directory/physicians/n/nussbaum-abraham-m.jpg?mh=300&mw=375&hash=7A4ED49CCF514E8370C3B1ADFF909965","https://www.denverhealth.org/provider-directory/n/nussbaum-abraham-m","","",""
"NCN_00024","Adam Keller Ashton","","https://mdxvitals-res.cloudinary.com/private_images/h_150,w_150,c_fill,g_face,f_auto,dpr_auto/professionals/1776798/photo.jpg","https://doctor.webmd.com/doctor/adam-ashton-95ac6c3c-899f-4164-bdc4-21d376daf756-overview","","",""
"NCN_00025","Adam Frederick Lowy","","https://www.ellenhorn.com/wp-content/uploads/2021/10/Adam-2.jpg","https://www.ellenhorn.com/our-team/","","",""
"NCN_00026","Adam Micah Roth","","https://media.licdn.com/dms/image/C5603AQFiB1fV5QEJIQ/profile-displayphoto-shrink_400_400/0/1517667181806?e=1711584000&v=beta&t=LxuL4nftIzGkidPrKNp8muMrI05buuNp_HTDXFp7qXU","https://www.linkedin.com/in/adam-roth-84a82b9/","","",""
"NCN_00027","Adam Jonathen Wolff","","https://img1.wsimg.com/isteam/ip/a2409bac-4c65-40c2-9071-304c5bf9809f/AdamWolff1-2019.jpg/:/cr=t:0%25,l:0%25,w:100%25,h:66.68%25/rs=w:730,h:730,cg:true","https://coneuroclinic.com/","","",""
"NCN_00028","Adrial A Lobelo","","https://www.unitedhealthgroup.com/content/dam/UHG/Images/newsroom/Posts/lobelo1024.jpg","https://www.unitedhealthgroup.com/newsroom/posts/2017-diverse-scholars-lobelo.html","","",""
"NCN_00029","Adrian Tien-Auh Chan","","https://hfsc.org/wp-content/uploads/2023/07/adrian-chan-web-2-300x227.png","https://hfsc.org/adrian-chan-md-expands-parkinsons-disease-cognitive-health-expertise-at-hospital-for-special-care/","","",""
"NCN_00030","Aghaegbulam Harachi Uga","","https://cdn-jeoif.nitrocdn.com/hKjFpaxrfPdNEpRHTHhtMlABNKSVrLqa/assets/images/optimized/rev-39fe94f/haracechealth.com/wp-content/uploads/2023/01/DSC09943.png","https://haracechealth.com/home/about/","","",""
"NCN_00031","Ahmad El Kouzi","","https://www.siumed.edu/sites/default/files/styles/square_540/public/faculty/el_kouzi_ahmad.jpg?h=85eca17e&itok=f1u8lsR0","https://www.siumed.edu/ahmad-el-kouzi","","",""
"NCN_00032","Aida Spahic Mihajlovic","","https://unionhealth.org/wp-content/uploads/2019/08/mihajlovica.jpg","https://unionhealth.org/physicians/aida-mihajlovic/","","",""
"NCN_00033","Aimee Christine Garza Lopez","","https://cnntexas.com/wp-content/uploads/2020/07/460x365Garza2.0.png","https://cnntexas.com/texas-neurology-provider/aimee-garza-md/","","",""
"NCN_00034","Albert Yungpai Hung","","https://px.massgeneral.connecthealthcare.com/Custom/Photos/HiRes/2823.jpg","https://www.massgeneral.org/doctors/17166/albert-hung","","",""
"NCN_00035","Albert Lee Riddle","","https://www.emedevents.com/_next/image?url=https%3A%2F%2Fstatic.emedevents.com%2Fuploads%2Fspeakers%2F200%2F2cb24b01767c6e7288006eff5c834e61.png&w=256&q=70","https://www.emedevents.com/speaker-profile/albert-l-riddle","","",""
"NCN_00036","Alberto Javier Espay","","https://www.uc.edu/news/articles/2021/07/n21017151/jcr:content/image.img.cq5dam.thumbnail.500.500.jpg/1625778479859.jpg","https://www.uc.edu/news/articles/2021/07/alzheimers-expert-alberto-espay-vocal-about-new-treatments.html","","",""
"NCN_00037","Aldijana Sacic","","https://dcu001bswmooj.cloudfront.net/s3fs-public/DAISY_Honorees/00P0g00001RqUb0EAF.jpeg","https://www.daisyfoundation.org/daisy-award/honorees/aldijana-sacic","","",""
"NCN_00038","Aleksandar Sinisa Videnovic","","https://px.massgeneral.connecthealthcare.com/Custom/Photos/HiRes/4012.jpg","https://www.massgeneral.org/doctors/19418/aleksandar-videnovic","","",""
"NCN_00040","Alexandra Louise Dodd","","https://gatewaypsychiatry.org/wp-content/uploads/2021/09/Alexandra-Dodd-scaled.jpg","https://gatewaypsychiatry.org/faculty/","","",""
"NCN_00042","Ali Mohammad Melhem","","https://media.licdn.com/dms/image/C4E03AQExowgfqftnDw/profile-displayphoto-shrink_400_400/0/1650587356627?e=1711584000&v=beta&t=BbwnnVltyLlxA1Zb_RHZ9OsYlWwR_L5ZI8VGRJVv8Qg","https://www.linkedin.com/in/ali-melhem-9a211567/","","",""
"NCN_00043","Alice Weaver Flaherty","","https://px.massgeneral.connecthealthcare.com/Custom/Photos/HiRes/2635.jpg","https://www.massgeneral.org/doctors/17016/alice-flaherty","","",""
"NCN_00044","Allan Brian Perel","","https://www.rumcsi.org/wp-content/uploads/2020/12/PEREL-M.D.-ALLAN-46549-869x1024.jpg","https://www.rumcsi.org/doctors/perel-allan-md/","","",""
"NCN_00045","Allison Marie Boyle","","https://memorialhermann.org/-/media/memorial-hermann/global/images/physicians/allison-boyle-md-1992053904.ashx","https://memorialhermann.org/doctors/neurologists/dr-allison-boyle-md-1992053904","","",""
"NCN_00046","Allison Ann Villegas","","https://res.cloudinary.com/paltc/image/upload/v1645650163/HOD/VillegasAllisonProfessionalphoto_-_cropped_pdirok.jpg","https://paltc.org/content/allison-villegas-pa-c","","",""
"NCN_00048","Amber Renee Hoberg","","https://www.conferenceharvester.com/uploads/harvester/photos/cropOZDBTGFJ-Presenter-HobergA(2).jpg","https://www.eventscribe.net/2023/NPInstitute/fsPopup.asp?efp=RURTRlFHWVMxOTkyMw&PresenterID=1468421&rnd=0.81449&mode=presenterinfo","","",""
"NCN_00049","Amelia Katherine Carwin","","https://cdn-images.kyruus.com/providermatch/sclhealth/photos/200/carwin-amelia-1679969646.jpg","https://doctors.intermountainhealth.org/provider/Amelia+K.+Carwin/2181312","","",""
"NCN_00050","Amie Louise Peterson-Hiller","","https://www.ohsu.edu/sites/default/files/profile-photos/Amie-Hiller.jpg","https://www.ohsu.edu/providers/amie-hiller-md","","",""
"NCN_00051","Amita Rajesh Patel","","https://mdxvitals-res.cloudinary.com/private_images/h_150,w_150,c_fill,g_face,f_auto,dpr_auto/professionals/1814523/photo.jpg","https://www.vitals.com/doctors/Dr_Amita_R_Patel.html","","",""
"NCN_00052","Amy Willis Amara","","https://som.cuanschutz.edu/FIMS/Content/faculty/37585/CU-Doctors-37585.jpg?","https://som.cuanschutz.edu/Profiles/Faculty/Profile/37585","","",""
"NCN_00053","Amy Elizabeth Brown","","https://www.vumc.org/neurology/sites/default/files/people/brown-amy.jpg","https://www.vumc.org/neurology/person/amy-e-brown-md-ms","","",""
"NCN_00054","Anand Mohan Chaturvedi","","https://images.squarespace-cdn.com/content/v1/55d3a689e4b075ba970a88b2/1456189380913-MGO2ZX8KJTLC6WZ2WQS3/Dr+Anand+Chaturvedi++%7C+Signature+Psychiatry+Associates?format=500w","https://signaturepsychiatryassociates.com/meet-our-providers","","",""
"NCN_00055","Anant Wadhwa","","https://www.stlukesonline.org/~/media/stlukes/provider%20images/wadhwa-anant-hs.jpg?h=285&w=285&la=en&hash=277805DCEA3B828398516818E3E184182186EA77","https://www.stlukesonline.org/health-services/providers/wadhwa-anant","","",""
"NCN_00056","Anas Abu-Hannoun","","https://webglobal.hitchcock.org/content/images/providers/2747.jpg","https://www.dartmouth-hitchcock.org/findaprovider/provider/2747/Anas-Hannoun","","",""
"NCN_00057","Andrew Joseph Billnitzer","","https://scholars.houstonmethodist.org/ws/files/108844481/billnitzer_andrew.jpg","https://www.houstonmethodist.org/faculty/andrew-billnitzer/","","",""
"NCN_00058","Andrew Jon Cutler","","https://www.wcgclinical.com/wp-content/uploads/2018/10/Andrew-Cutler.jpg.jpg","https://www.neiglobal.com/Congress/CNGFaculty/tabid/152/Default.aspx","","",""
"NCN_00059","Andrew Peter Duker","","https://webcentral.uc.edu/eprof/media/repository/0184DukerAndrew8273.jpg","https://med.uc.edu/landing-pages/profile/index/pubs/dukeraa","","",""
"NCN_00060","Andrew Michael Lerman","","https://media.licdn.com/dms/image/C4E03AQHlTz5yixpzDg/profile-displayphoto-shrink_800_800/0/1588276393718?e=2147483647&v=beta&t=YdplkYgIitwXbipXHbWDnMWAyq9qVEUxppXItd9iaLo","https://www.linkedin.com/in/andrew-lerman-md-4886541a7/","","",""
"NCN_00061","Andrew Joseph Muzyk","","https://scholars.duke.edu/file/i3726682/image_3726682.jpeg","https://medschool.duke.edu/profile/andrew-muzyk","","",""
"NCN_00062","Andrew Alan Nierenberg","","https://px.massgeneral.connecthealthcare.com/Custom/Photos/HiRes/2552.jpg","https://www.massgeneral.org/doctors/16926/andrew-nierenberg","","",""
"NCN_00063","Andrew David Siderowf","","https://www.pennmedicine.org/-/media/mpd/providers/siderowf_andrew.jpg?mw160&mh=215","https://www.pennmedicine.org/providers/profile/andrew-siderowf","","",""
"NCN_00064","Anette Veronica Nieves","","https://www.findatopdoc.com/doctor_images/9/93/2248644.jpg?v=c5d0","https://www.findatopdoc.com/doctor/2248644-Anette-Nieves-neurologist-Ocala-FL-34474","","",""
"NCN_00066","Anissa Abi-Dargham","","https://mag.stonybrook.edu/wp-content/uploads/2022/03/5-anissa-abi-dargham.jpg","https://mag.stonybrook.edu/scientific-excellence/","","",""
"NCN_00067","Anna G Mattle","","https://www.dentinstitute.com/wp-content/uploads/2022/08/Mattle_1180.png","https://www.dentinstitute.com/anna-mattle/","","",""
"NCN_00068","Anne Olivia Garrett-Mills","","https://www.auroramhr.org/wp-content/uploads/2021/04/anne-garrett-mills.jpg.webp","https://www.auroramhr.org/about/executive-team/","","",""
"NCN_00069","Anthony Joseph Rothschild","","https://www.umassmed.edu/contentassets/3022ce3d6cc04339b22a24af3da06abb/rothschild-2007.jpg","https://www.umassmed.edu/psychopharm/faculty-and-staff/anthony-j-rothschild-md/","","",""
"NCN_00070","Anthony Charles Simchak","","https://www.ahni.com/content/dam/optum3/ahn/images/providers/97efe48e-0db8-4ca8-ba82-9932786557e4.jpg","https://www.ahni.com/locations-nav/providers/in/anthony-simchak-md/1639176530.html","","",""
"NCN_00071","Antonio Cusi","","https://mdxvitals-res.cloudinary.com/private_images/h_150,w_150,c_fill,g_face,f_auto,dpr_auto/professionals/1943135/photo.jpg","https://doctor.webmd.com/doctor/antonio-cusi-08e050eb-267d-4d53-b808-9806bc958b65-overview","","",""
"NCN_00072","Antonio F De Filippo","","https://images.crunchbase.com/image/upload/c_thumb,h_170,w_170,f_auto,g_faces,z_0.7,b_white,q_auto:eco,dpr_1/v1402926267/fheebntcmosbdvt2rpps.jpg","https://www.crunchbase.com/person/antonio-de-filippo","","",""
"NCN_00073","Anupama Mohan Kale","","https://www.dentinstitute.com/wp-content/uploads/2022/03/kale_1180.jpg","https://www.dentinstitute.com/anupama-m-kale/","","",""
"NCN_00074","Anwar L Ahmed","","https://www.adventhealthneuroinstitute.com/sites/default/files/2020-07/Anwar_Ahmed_9347_4x6.jpg","https://www.adventhealthneuroinstitute.com/team/anwar-ahmed","","",""
"NCN_00075","Arash Fazl","","https://ipm.ac.ir/operator/PhotoAlbum/PH1900176.jpg","https://ipm.ac.ir/personalinfo.jsp?PeopleCode=IP1200023","","",""
"NCN_00076","Archana Kumar","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJQ1DeyaE6mKjmlFILgbjMmv1M7DmX9KWFyGY13qPyJbM3FXvm2etXO_JFL0OUOludkHQ&usqp=CAU","https://greensboro.com/news/local/behavioral-health-center-expands-care-for-those-in-mental-health-substance-use-crisis/article_24e8ec6a-1286-11ed-8e4e-5b27fc4bd13e.html","","",""
"NCN_00077","Arita J McCoy","","https://www.atmrd.org/wp-content/uploads/2021/07/Arita-McCoy.jpg","https://www.atmrd.org/speaker/arita-mccoy-msn-crnp/","","",""
"NCN_00078","Arjun Tarakad","","https://cdn.bcm.edu/sites/default/files/profile_photos/tarakad.jpeg","https://www.bcm.edu/people-search/arjun-tarakad-31654","","",""
"NCN_00079","Arthur Walaszek","","https://www.psychiatry.wisc.edu/wp-content/uploads/2018/01/Unknown.jpeg","https://www.psychiatry.wisc.edu/staff/walaszek-art/","","",""
"NCN_00080","Ashish Kapoor","","https://d1k13df5m14swc.cloudfront.net/photos/Dr-Ashish-Kapoor-MD-136506-circle_large.png","https://www.zocdoc.com/doctor/ashish-kapoor-md-136506#about","","",""
"NCN_00081","Ashish Mahesh Trivedi","","https://i0.wp.com/nwneurology.net///wp-content/uploads/2020/06/Dr-TAsset-1.png?w=1200&ssl=1","https://nwneurology.net/physicians/","","",""
"NCN_00082","Ashwin Anand Patkar","","https://www.avancecare.com/wp-content/uploads/2021/11/patkar-highres.png","https://www.avancecare.com/providers/ashwin-a-patkar-md-mrcpsych-dfasam-dfapa/","","",""
"NCN_00083","Asim A Shah","","https://cdn.bcm.edu/sites/default/files/profile_photos/aashah.jpeg","https://www.bcm.edu/people-search/asim-shah-30407","","",""
"NCN_00084","Barbara Kelly Changizi (Sarantakis)","","https://physiciandirectory.brighamandwomens.org/Custom/Photos/hires/15906.jpg","https://physiciandirectory.brighamandwomens.org/details/15906/barbara-changizi-neurology-boston-south_weymouth","","",""
"NCN_00085","Barbara Anne Pickut","","https://neurology.msu.edu/sites/default/files/styles/profile_large/public/profile/PICKUT%20Barbara%20MD%202019%20dress.jpg?itok=tD-zEPpe","https://neurology.msu.edu/directory/barbara-pickut","","",""
"NCN_00086","Barry Keith Vaught","","https://mdxvitals-res.cloudinary.com/private_images/h_150,w_150,c_fill,g_face,f_auto,dpr_auto/professionals/1912075/photo.jpg","https://www.vitals.com/doctors/Dr_Barry_Vaught.html","","",""
"NCN_00087","Behrang Saminejad","","https://media.licdn.com/dms/image/D4E03AQEdmnbtLzbGdw/profile-displayphoto-shrink_800_800/0/1703730147908?e=1710979200&v=beta&t=aEHKFsuI89Nt-SZkvEoSzwxO_RmRRdxik4BDuO5bJe0","https://www.linkedin.com/in/behrang-saminejad-2ab59487/","","",""
"NCN_00088","Benedetto Albert Palombo","","https://www.novanthealth.org/pf/_next/image?url=%2Fpf%2Fassets%2Fprovider-images%2F1255691150-97x139.jpeg&w=96&q=75","https://www.novanthealth.org/pf/providers/1255691150/benedetto-palombo#about-me","","",""
"NCN_00089","Bernardo Mota Costa Rodrigues","","https://uconn-health-cdn-files.s3.us-east-2.stackpathstorage.com/provider-images/Rodrigues-Bernardo.png","https://health.uconn.edu/find-a-provider/physician/Rodrigues-Bernardo","","",""
"NCN_00090","Bharathy Easwar (Kalimuthu) Sundaram","","https://www.texasinstituteforneurologicaldisorders.com/wp-content/uploads/2020/11/CourtneyMitchellPhotography201912052-2-768x960.jpg","https://www.texasinstituteforneurologicaldisorders.com/bharathy-sundaram-m-d/","","",""
"NCN_00091","Binit Bipin Shah","","https://documentapi-fargate-documentbucket-15qi4tpdvnhlz.s3.amazonaws.com/228/59399340-3809-11ed-8b40-5ded968caaa6.jpg","https://uvahealth.com/findadoctor/Binit-Shah-1073779476","","",""
"NCN_00092","Binit Jagolish (Jagdish) Shah","","https://www.ohiohospitalforpsychiatry.com/wp-content/uploads/sites/30/2018/02/Binit-Shah-professional-picture-768x1041.jpg","https://www.ohiohospitalforpsychiatry.com/about/staff/binit-shah/","","",""
"NCN_00093","Bisena Bulica","","https://www.henryford.com/-/media/project/hfhs/henryford/physician-directory/physicians/b/bisena-bulica.jpg?rev=e2ce702baec2438bb29d4f1b32cde6ca","https://www.henryford.com/physician-directory/b/bulica-bisena","","",""
"NCN_00094","Boadie Waid Dunlop","","https://i1.rgstatic.net/ii/profile.image/956635941986312-1605091190954_Q128/Boadie-Dunlop.jpg","https://www.researchgate.net/profile/Boadie-Dunlop","","",""
"NCN_00095","Bradley Joseph Priebe","","https://threebestrated.com/images/BradleyJPriebeDOPEAKNEUROLOGYPC-ColoradoSprings-CO.jpeg","https://threebestrated.com/neurologists/bradley-j-priebe-do---peak-neurology-pc-colorado-springs-301554584","","",""
"NCN_00096","Brandon Richard Barton","","https://www.rushu.rush.edu/sites/default/files/styles/faculty_profile/public/legacy/Rush%20Medical%20College/barton_brandon_rmc.jpg?itok=6yvGJSOr","https://www.rushu.rush.edu/faculty/brandon-r-barton-md-ms","","",""
"NCN_00097","Brendan Thomas More Carroll","","https://i1.rgstatic.net/ii/profile.image/11431281144633167-1681344046043_Q128/Brendan-Carroll.jpg","https://www.researchgate.net/profile/Brendan-Carroll","","",""
"NCN_00098","Brent S Sokola","","https://media.licdn.com/dms/image/C4E03AQEYWSYUqu7GYA/profile-displayphoto-shrink_800_800/0/1555675698454?e=2147483647&v=beta&t=zX-uv1nCZyJyjQOxDkiOqkdLK3ZP7iXg1rt7310xfDk","https://www.linkedin.com/in/brent-sokola-4831789a/","","",""
"NCN_00099","Brian D Berman","","https://neurology.vcu.edu/media/department-of-neurology-/faculty/BrianBerman.jpg","https://neurology.vcu.edu/about/team/brian-d-berman-md-ms.html","","",""
"NCN_00100","Brian Joseph Copeland","","https://www.lcmchealth.org/cms/thumbnails/00/400x500//images/physicians/21c0d384-9d46-4c56-a1d8-2575e17b2717.jpg","https://www.lcmchealth.org/find-a-provider/brian-j-copeland-md/","","",""
"NCN_00101","Brian James Miller","","https://www.augustahealth.org/images/providers/miller-883.jpg","https://www.augustahealth.org/provider/brian-miller","","",""
"NCN_00102","Briana Tillman","","https://www.goldlearning.com//media/k2/items/cache/ef8bd3de49a270d49d40baf602fbfad5_S.jpg","https://www.goldlearning.com/speaker/261/briana-tillman","","",""
"NCN_00103","Bryan Kai-Wen Ho","","https://a.mktgcdn.com/p/4iVWtmxwUQoppK2O__h0uzLm27YM9_3328ri1nzPpNA/300x420.jpg","https://www.tuftsmedicine.org/doctor/bryan-ho","","",""
"NCN_00104","Burton Lasater Scott","","https://scholars.duke.edu/file/i8763542/image_8763542.jpg","https://neurology.duke.edu/profile/burton-lasater-scott","","",""
"NCN_00105","Camilla Waldum Kilbane","","https://d1k13df5m14swc.cloudfront.net/photos/Dr-Camilla-Kilbane-MD-174413-circle_large__v1__.png","https://www.zocdoc.com/doctor/camilla-kilbane-md-174413","","",""
"NCN_00106","Carey Gordon Cottle","","https://media.licdn.com/dms/image/C4D03AQEY4zWvbBJ-9Q/profile-displayphoto-shrink_400_400/0/1570934897672?e=1712188800&v=beta&t=GL2IT2OmsmWhOKdz9PiSYTBxlikc2huHk82JYFi1Z0I","https://www.linkedin.com/in/carey-cottle-md-dfapa-19210b196/","","",""
"NCN_00107","Carl Young","","https://media.licdn.com/dms/image/C4E03AQEip55t9e4M3w/profile-displayphoto-shrink_800_800/0/1591220213259?e=1710979200&v=beta&t=M_joZ43WLZCOuLHWj2n1nbxPPHeZAN06Zu0QF3RiVCo","https://www.linkedin.com/in/carl-young-a027ab167/","","",""
"NCN_00108","Carlos Singer","","https://med.miami.edu/-/media/millerschool/faculty/neurology/50086925-carlos-singer.ashx?h=550&iar=0&w=440&rev=0e23e8b37ec44b768291c036e1826819&hash=62990C550E920C35ED1B1B7F27A2512F","https://med.miami.edu/faculty/carlos-singer-md","","",""
"NCN_00109","Carmen Roxana Fuentes Rodriguez","","https://dims.healthgrades.com/dims3/MMH/format/webp/?url=https:%2F%2Fphotos.healthgrades.com%2Fimg%2Fprov%2FY%2F5%2FT%2FY5T8K_w120h160_v35068.jpg","https://www.sentara.com/find-a-doctor/healthcare-provider/Fuentes-Carmen-16187","","",""
"NCN_00110","Carol Kottwitz","","https://gonzaga.azureedge.net/-/media/System/Gonzaga/Placeholder-Images/people-415x415/Carol-resize.ashx?rev=8247ac8c2fc8475fabef2cbccc342a2c&sc_lang=en&h=720&w=720&la=en&hash=E1FF297EDCCAF298F6FDEB055C860DF4","https://www.gonzaga.edu/school-of-health-sciences/faculty/detail/kottwitz","","",""
"NCN_00111","Carol Lynn Pappas","","https://doximity-res.cloudinary.com/images/f_auto,q_auto,t_profile_photo_320x320/aep0rssepmvcja64btaq/carol-pappas-md-saint-petersburg-fl.jpg","https://www.doximity.com/pub/carol-pappas-md","","",""
"NCN_00112","Carrie I Edick","","https://photos.psychologytoday.com/583e0de9-fd0c-44d8-80ea-7474f8907ee8/2/320x400.jpeg","https://www.psychologytoday.com/us/psychiatrists/carrie-i-edick-schenectady-ny/424084","","",""
"NCN_00113","Casondra Seibert","","https://media.licdn.com/dms/image/C5603AQH_ean_wEZ1QA/profile-displayphoto-shrink_400_400/0/1622473952921?e=1711584000&v=beta&t=RyR6dbnxaQNDd3vObS70Zi8o0tUvmhucHnPg9AnZ9n4","https://www.linkedin.com/in/ckleven1494/","","",""
"NCN_00114","Cenk Tek","","https://ysm-res.cloudinary.com/image/upload/ar_3:4,c_fill,dpr_2.0,f_auto,g_faces:auto,q_auto:eco,w_500/v1/yms/prod/6e9cb90b-2a72-4917-ad67-5ddda2c084fa","https://www.yalemedicine.org/specialists/cenk-tek","","",""
"NCN_00115","Chantale O Branson","","https://www.msm.edu/about_us/FacultyDirectory/Medicine/ChantaleBranson/CBranson.jpg","https://www.msm.edu/about_us/FacultyDirectory/Medicine/ChantaleBranson/index.php","","",""
"NCN_00116","Charles Barnet Nemeroff","","https://static.independent.co.uk/s3fs-public/thumbnails/image/2013/06/11/18/web-nemeroff.jpg?","https://www.independent.co.uk/life-style/health-and-families/health-news/honoured-in-britain-the-us-psychiatrist-who-took-1-2m-from-drug-companies-8654535.html","","",""
"NCN_00117","Charles Nguyen","","https://namg.net/wp-content/uploads/2017/07/charles3.jpg","https://namg.net/charles-nguyen-single/","","",""
"NCN_00118","Chasity Lynne Torrence","","https://bloximages.newyork1.vip.townnews.com/djournal.com/content/tncms/assets/v3/editorial/5/59/5594f854-04f9-5959-86a3-15fb6791c957/6331dc3a1aea8.image.jpg?resize=375%2C500","https://www.djournal.com/mbj/chasity-torrence---mississippi-state-hospital/article_86729aa2-6a7f-5a99-8bc4-7254345567e2.html","","",""
"NCN_00119","Chelsie Lee Monroe","","https://photos.psychologytoday.com/1dac8f8c-c463-445d-a7d0-eb247307b0c8/1/320x400.jpeg","https://www.psychologytoday.com/us/psychiatrists/chelsie-monroe-englewood-co/345034","","",""
"NCN_00120","Cherian Abraham Karunapuzha","","https://www.mercy.net/content/dam/mercy/en/images/News/Dr.%20Cherian%20A%20Karunapuzha%20MD.jpg.transform/image-component-desktop/img.jpg","https://www.mercy.net/newsroom/2018-05-21/mercy-expands-neurology-services-with-herman-meinders-center-for/","","",""
